Name,ISIN,FTSE100,FTSE250,post_date,pre_twenty_pd,pre_five_pd,pre_three_pd,pre_one_pd,post_three_pd,post_five_pd,post_ten_pd,post_twenty_pd,diff_twenty_three,diff_twenty_five,diff_twenty_ten,diff_twenty_twenty,diff_five_three,diff_five_five,diff_five_ten,diff_five_twenty,diff_three_three,diff_three_five,diff_three_ten,diff_three_twenty,diff_one_three,diff_one_five,diff_one_ten,diff_one_twenty
Baillie Gifford US Growth Trust,GB00BDFGHW41,,1.0,2020-09-21,2.3000002,2.4499997,2.4799995999999997,2.5200005,2.5200005,2.6199975999999996,2.68,2.84,0.22000030000000015,0.31999739999999965,0.3799998000000002,0.5399997999999999,0.07000080000000031,0.1699978999999998,0.23000030000000038,0.3900003000000001,0.04000090000000034,0.13999799999999984,0.2000004000000004,0.3600004000000001,0.0,0.0999970999999995,0.15999950000000007,0.31999949999999977
Bank of Georgia Group,GB00BF4HYT85,,-1.0,2020-09-21,9.26,9.1099976,9.3999976,8.85,8.5799976,9.0,8.8999976,9.0399976,-0.6800023999999993,-0.2599999999999998,-0.36000239999999906,-0.22000240000000026,-0.5299999999999994,-0.1099975999999998,-0.20999999999999908,-0.07000000000000028,-0.8200000000000003,-0.39999760000000073,-0.5,-0.3600000000000012,-0.2700023999999992,0.15000000000000036,0.049997600000001086,0.18999759999999988
Barr (A.G.,GB00B6XZKY75,,-1.0,2020-09-21,4.14,3.7299976,3.765,3.85,4.4399976,4.5,4.6649975999999995,4.7749976,0.2999976000000002,0.3600000000000003,0.5249975999999998,0.6349976000000002,0.71,0.7700024000000001,0.9349999999999996,1.045,0.6749975999999998,0.7349999999999999,0.8999975999999994,1.0099975999999997,0.5899975999999998,0.6499999999999999,0.8149975999999994,0.9249975999999998
CMC Markets,GB00B14SKR37,,1.0,2020-09-21,3.1999975999999997,3.265,3.2749976,3.625,3.2049976,3.2049976,3.545,3.35,0.0050000000000003375,0.0050000000000003375,0.34500240000000026,0.15000240000000042,-0.06000240000000012,-0.06000240000000012,0.2799999999999998,0.08499999999999996,-0.06999999999999984,-0.06999999999999984,0.2700024000000001,0.07500240000000025,-0.4200024,-0.4200024,-0.08000000000000007,-0.2749999999999999
Diversified Gas & Oil,GB00BYX7JT74,,1.0,2020-09-21,1.0939998,1.0419999,1.052,1.0500002000000002,1.0659999999999998,1.052,1.0699997,1.0500002000000002,-0.02799980000000013,-0.04199979999999992,-0.024000099999999858,-0.043999599999999806,0.024000099999999858,0.010000100000000067,0.02799980000000013,0.008000300000000182,0.01399999999999979,0.0,0.017999700000000063,-0.001999799999999885,0.015999799999999675,0.001999799999999885,0.019999499999999948,0.0
Equiniti Group,GB00BYWWHR75,,-1.0,2020-09-21,1.1260004000000001,1.1320000000000001,1.1540003,1.1239995,1.092,1.0839997,1.1099996,1.1759997,-0.03400040000000004,-0.042000700000000224,-0.016000800000000037,0.04999929999999986,-0.040000000000000036,-0.04800030000000022,-0.02200040000000003,0.043999699999999864,-0.06200030000000001,-0.07000060000000019,-0.044000700000000004,0.02199939999999989,-0.03199949999999996,-0.03999980000000014,-0.013999899999999954,0.05200019999999994
Go-Ahead Group,GB0003753778,,-1.0,2020-09-21,6.385,6.774997600000001,6.899997600000001,6.515,5.979997600000001,6.069997600000001,5.72,6.314997600000001,-0.405002399999999,-0.3150023999999991,-0.665,-0.07000239999999902,-0.7949999999999999,-0.7050000000000001,-1.054997600000001,-0.45999999999999996,-0.9199999999999999,-0.8300000000000001,-1.179997600000001,-0.585,-0.5350023999999989,-0.445002399999999,-0.7949999999999999,-0.20000239999999891
Hammerson,GB00BK7YQK64,,-1.0,2020-09-21,0.5,0.24869996,0.23399994,0.20999985,0.16634995,0.16449997,0.17214997,0.17789994,-0.33365005000000003,-0.33550003,-0.32785003,-0.32210006,-0.08235001,-0.08419999,-0.07654998999999998,-0.07080001999999999,-0.06764999,-0.06949997,-0.061849969999999976,-0.05609999999999998,-0.04364989999999999,-0.04549987999999999,-0.037849879999999975,-0.03209990999999998
Hipgnosis Songs Fund C,GG00BLPHZK78,,1.0,2020-09-21,1.0279999,1.045,1.0550004,1.0600004,1.0150004,1.0200005,1.0150004,1.0249996000000001,-0.012999500000000053,-0.007999399999999879,-0.012999500000000053,-0.0030002999999998448,-0.029999600000000015,-0.02499949999999984,-0.029999600000000015,-0.020000399999999807,-0.040000000000000036,-0.03499989999999986,-0.040000000000000036,-0.030000799999999828,-0.04500000000000015,-0.03999989999999998,-0.04500000000000015,-0.03500079999999994
Indivor,GB00BN4HT335,,1.0,2020-09-21,1.2220001999999999,1.1789998,1.146,1.2159997,1.1809998,1.1549997,1.0909997,1.0509997,-0.04100039999999994,-0.0670004999999998,-0.13100049999999985,-0.1710004999999999,0.0020000000000000018,-0.024000099999999858,-0.08800009999999991,-0.12800009999999995,0.034999800000000025,0.008999700000000166,-0.05500029999999989,-0.09500029999999993,-0.034999900000000084,-0.06099999999999994,-0.125,-0.16500000000000004
ITV,GB0033986497,-1.0,1.0,2020-09-21,0.6014,0.6517999299999999,0.65839997,0.64599991,0.6101999,0.6614,0.72239991,0.7209999100000001,0.008799899999999972,0.05999999999999994,0.12099990999999999,0.11959991000000003,-0.0416000299999999,0.009600070000000072,0.07059998000000012,0.06919998000000016,-0.04820006999999993,0.0030000300000000424,0.06399994000000009,0.06259994000000013,-0.03580000999999999,0.015400089999999977,0.07640000000000002,0.07500000000000007
JP Morgan Euro Small Co. Trust,GB00BMTS0Z37,,1.0,2020-09-21,3.89,4.06,4.0799976,4.22,3.85,4.0299976,4.1499976,4.34,-0.040000000000000036,0.1399975999999996,0.2599975999999997,0.44999999999999973,-0.20999999999999952,-0.030002399999999874,0.08999760000000023,0.28000000000000025,-0.22999759999999947,-0.04999999999999982,0.07000000000000028,0.2600024000000003,-0.36999999999999966,-0.19000240000000002,-0.07000239999999991,0.1200000000000001
PayPoint,GB00B02QND93,,-1.0,2020-09-21,6.399997600000001,6.3,6.26,6.1999976000000006,5.97,6.149997600000001,5.359997600000001,5.35,-0.429997600000001,-0.25,-1.04,-1.049997600000001,-0.33000000000000007,-0.1500023999999991,-0.9400023999999991,-0.9500000000000002,-0.29000000000000004,-0.11000239999999906,-0.9000023999999991,-0.9100000000000001,-0.2299976000000008,-0.04999999999999982,-0.8399999999999999,-0.8499976000000009
PPHE Hotel Group,GG00B1Z5FH87,,-1.0,2020-09-21,10.649998,10.0,10.0,9.7399976,9.5,9.4799976,9.8999976,10.1,-1.149998,-1.1700003999999993,-0.7500003999999993,-0.5499980000000004,-0.5,-0.5200023999999992,-0.10000239999999927,0.09999999999999964,-0.5,-0.5200023999999992,-0.10000239999999927,0.09999999999999964,-0.2399976000000006,-0.2599999999999998,0.16000000000000014,0.36000239999999906
Premier Foods,GB00B7N0K053,,1.0,2020-09-21,0.86,0.86599991,0.85899994,0.90799988,0.9139999400000001,0.925,0.9759999100000001,0.94099991,0.05399994000000008,0.06500000000000006,0.1159999100000001,0.08099991000000006,0.04800003000000008,0.05900009000000006,0.1100000000000001,0.07500000000000007,0.05500000000000005,0.06600006000000003,0.11699997000000006,0.08199997000000003,0.006000060000000085,0.017000120000000063,0.0680000300000001,0.03300003000000007
SDL,GB0009376368,,1.0,2020-09-21,6.02,7.3,7.1,7.1,7.1,6.96,6.88,7.26,1.08,0.9400000000000004,0.8600000000000003,1.2400000000000002,-0.20000000000000018,-0.33999999999999986,-0.41999999999999993,-0.040000000000000036,0.0,-0.13999999999999968,-0.21999999999999975,0.16000000000000014,0.0,-0.13999999999999968,-0.21999999999999975,0.16000000000000014
Temple Bar Inv Tst,GB00BMV92D64,,-1.0,2020-09-21,7.279997600000001,7.069997600000001,7.05,6.899997600000001,6.3699976000000005,6.56,6.9499976000000006,7.0399976,-0.9100000000000001,-0.719997600000001,-0.33000000000000007,-0.2400000000000002,-0.7000000000000002,-0.509997600000001,-0.1200000000000001,-0.03000000000000025,-0.6800023999999993,-0.4900000000000002,-0.10000239999999927,-0.010002399999999412,-0.5300000000000002,-0.3399976000000011,0.04999999999999982,0.13999999999999968
Vectura Group,GB00BKM2MW97,,1.0,2020-09-21,1.1099996,1.1320000000000001,1.1020002,1.1840000000000002,1.1379995,1.1079998,1.0100002000000001,1.0340004,0.027999899999999966,-0.001999800000000107,-0.09999939999999996,-0.07599920000000004,0.0059994999999999354,-0.024000200000000138,-0.12199979999999999,-0.09799960000000008,0.03599930000000007,0.005999599999999994,-0.09199999999999986,-0.06799979999999994,-0.04600050000000011,-0.07600020000000018,-0.17399980000000004,-0.14999960000000012
888 Holdings,GI000A0F6407,,1.0,2020-06-22,1.3520002,1.4639997,1.4659997000000002,1.5399999,1.5100002000000001,1.67,1.7259997999999999,2.0,0.15800000000000014,0.31799979999999994,0.3739995999999999,0.6479998,0.04600050000000011,0.20600029999999991,0.26200009999999985,0.5360003,0.04400049999999989,0.2040002999999997,0.2600000999999996,0.5340002999999998,-0.02999969999999985,0.13000009999999995,0.18599989999999988,0.4600001
AO World,GB00BJTNFH41,,1.0,2020-06-22,1.1540003,1.4340000000000002,1.5,1.4799996,1.4399996,1.4619999000000001,1.4779996,1.6479998,0.28599929999999985,0.30799960000000004,0.3239992999999999,0.4939994999999999,0.005999599999999772,0.027999899999999966,0.043999599999999806,0.21399979999999985,-0.060000400000000065,-0.03800009999999987,-0.02200040000000003,0.14799980000000001,-0.040000000000000036,-0.01799969999999984,-0.0020000000000000018,0.16800020000000004
Avast,GB00BDD85M81,1.0,-1.0,2020-06-22,4.6679981,4.9659986,5.0699976,5.0699976,5.189997600000001,5.189997600000001,5.279997600000001,5.2849976000000005,0.5219995000000006,0.5219995000000006,0.6119995000000005,0.6169995000000004,0.22399900000000095,0.22399900000000095,0.3139990000000008,0.3189990000000007,0.120000000000001,0.120000000000001,0.21000000000000085,0.21500000000000075,0.120000000000001,0.120000000000001,0.21000000000000085,0.21500000000000075
Bakkavor Group,GB00BF8J3Z99,,-1.0,2020-06-22,0.735,0.8,0.75799988,0.70999985,0.7319999699999999,0.725,0.6839999400000001,0.74,-0.0030000300000000424,-0.010000000000000009,-0.0510000599999999,0.0050000000000000044,-0.0680000300000001,-0.07500000000000007,-0.11600005999999996,-0.06000000000000005,-0.025999910000000015,-0.03299987999999998,-0.07399993999999988,-0.017999879999999968,0.022000119999999956,0.01500014999999999,-0.025999909999999904,0.030000150000000003
BB Healthcare Trust,GB00BZCNLL95,,1.0,2020-06-22,1.63,1.5399999,1.5699996999999999,1.625,1.5950002,1.6099995999999999,1.6949996999999999,1.6949996999999999,-0.0349997999999998,-0.02000040000000003,0.0649997,0.0649997,0.05500030000000011,0.06999969999999989,0.1549997999999999,0.1549997999999999,0.025000500000000203,0.03999989999999998,0.125,0.125,-0.02999979999999991,-0.015000400000000136,0.06999969999999989,0.06999969999999989
Calisen,GB00BKX9C181,,1.0,2020-06-22,1.9899996999999998,2.0,2.0,1.9104996,1.8605004,1.8199996999999999,1.8015002999999998,1.8404999000000002,-0.12949929999999976,-0.16999999999999993,-0.18849939999999998,-0.14949979999999963,-0.13949959999999995,-0.1800003000000001,-0.19849970000000017,-0.1595000999999998,-0.13949959999999995,-0.1800003000000001,-0.19849970000000017,-0.1595000999999998,-0.04999920000000002,-0.09049990000000019,-0.10899930000000024,-0.06999969999999989
Carnival,GB0031215220,-1.0,1.0,2020-06-22,9.8159986,12.595,12.75,12.465,9.703999099999999,9.1899976,9.8259986,9.7779981,-0.11199950000000136,-0.6260010000000005,0.009999999999999787,-0.03800050000000077,-2.8910009000000016,-3.4050024000000008,-2.7690014000000005,-2.817001900000001,-3.046000900000001,-3.5600024,-2.9240014,-2.9720019000000004,-2.761000900000001,-3.2750024,-2.6390013999999997,-2.6870019000000003
Centrica,GB00B033F229,-1.0,1.0,2020-06-22,0.35289994,0.42589997,0.42860001,0.43009995,0.38689988,0.39289994,0.40059998,0.40929993,0.03399993999999995,0.03999999999999998,0.04770004,0.056399989999999955,-0.03900009000000004,-0.033000030000000014,-0.025299989999999994,-0.016600040000000038,-0.04170013,-0.03570006999999997,-0.028000029999999954,-0.019300079999999997,-0.043200070000000035,-0.037200010000000006,-0.029499969999999986,-0.02080002000000003
Civitas Social Housing,GB00BD8HBD32,,1.0,2020-06-22,1.0719996,1.0860004,1.0880002,1.0900002,1.0740003,1.0760003,1.092,1.1140003,0.0020006999999999664,0.004000699999999968,0.02000040000000003,0.0420007,-0.012000100000000069,-0.010000100000000067,0.005999599999999994,0.027999899999999966,-0.013999899999999954,-0.011999899999999952,0.003999800000000109,0.02600010000000008,-0.015999899999999956,-0.013999899999999954,0.001999800000000107,0.02400010000000008
Easyjet,GB00B7KR2P84,-1.0,1.0,2020-06-22,5.5739991,7.675998600000001,7.9219996,7.979997600000001,6.6999976000000006,6.8639991,7.1599976000000005,6.393999099999999,1.1259985000000006,1.29,1.5859985000000005,0.8199999999999994,-0.9760010000000001,-0.8119995000000007,-0.5160010000000002,-1.2819995000000013,-1.2220019999999998,-1.0580005000000003,-0.7620019999999998,-1.528000500000001,-1.2800000000000002,-1.1159985000000008,-0.8200000000000003,-1.5859985000000014
Elementis,GB0002418548,,-1.0,2020-06-22,0.62049988,0.68199997,0.68049988,0.67349991,0.63099991,0.63899994,0.6725,0.69449997,0.010500029999999994,0.01850006000000004,0.05200011999999998,0.07400008999999996,-0.051000060000000014,-0.04300002999999997,-0.009499970000000024,0.012499999999999956,-0.04949996999999995,-0.0414999399999999,-0.00799987999999996,0.01400009000000002,-0.04249999999999998,-0.034499969999999935,-0.0009999099999999927,0.021000059999999987
Forterra,GB00BYYW3C20,,-1.0,2020-06-22,1.9379998,2.0500002,2.125,1.9980000999999998,2.0200005,2.0349999,1.8360004,1.7320003,0.08200070000000004,0.09700009999999981,-0.10199939999999996,-0.2059995000000001,-0.02999969999999985,-0.015000300000000077,-0.21399979999999985,-0.3179999,-0.10499949999999991,-0.09000010000000014,-0.2889995999999999,-0.39299970000000006,0.022000400000000253,0.03699980000000003,-0.16199969999999975,-0.2659997999999999
GVC Holdings,IM00B5VQMV65,1.0,-1.0,2020-06-22,7.89,7.5,7.359997600000001,7.6199976000000005,7.451999600000001,7.4279981,7.89,8.72,-0.43800039999999907,-0.46200189999999974,0.0,0.830000000000001,-0.04800039999999939,-0.07200190000000006,0.3899999999999997,1.2200000000000006,0.09200199999999992,0.06800049999999924,0.530002399999999,1.3600024,-0.16799799999999987,-0.19199950000000054,0.2700023999999992,1.1000024000000002
Homeserve,GB00BYYTFB60,1.0,-1.0,2020-06-22,12.489998,12.47,12.76,12.67,12.859998000000001,13.029998,13.06,13.489998,0.370000000000001,0.5400000000000009,0.5700020000000006,1.0,0.3899980000000003,0.5599980000000002,0.5899999999999999,1.0199979999999993,0.09999800000000114,0.26999800000000107,0.3000000000000007,0.7299980000000001,0.189998000000001,0.35999800000000093,0.39000000000000057,0.819998
Hvve Group,GB00BKP36R26,,-1.0,2020-06-22,0.1584,1.1569996,1.1649999,1.2399997,1.1049996,1.0170002,1.014,0.86,0.9465996,0.8586002,0.8556,0.7016,-0.052000000000000046,-0.1399994,-0.1429996,-0.29699960000000003,-0.060000300000000006,-0.14799969999999996,-0.15099989999999996,-0.3049999,-0.13500010000000007,-0.22299950000000002,-0.22599970000000003,-0.37999970000000005
JLEN Environmental Assets Group,GG00BJL5FH87,,1.0,2020-06-22,1.1649999,1.1549997,1.1899996,1.1800004,1.1649999,1.1899996,1.1949997,1.2150002,0.0,0.024999699999999958,0.029999800000000132,0.0500003,0.010000199999999904,0.03499989999999986,0.040000000000000036,0.0600004999999999,-0.024999699999999958,0.0,0.005000100000000174,0.02500060000000004,-0.015000499999999972,0.009999199999999986,0.01499930000000016,0.034999800000000025
JPMorgan Indian Inv Trust,GB0003450359,,-1.0,2020-06-22,4.8699976,5.02,5.0399975999999995,5.21,5.35,5.43,5.6999976000000006,5.6599976000000005,0.48000240000000005,0.5600024000000001,0.830000000000001,0.7900000000000009,0.33000000000000007,0.41000000000000014,0.679997600000001,0.6399976000000009,0.3100024000000001,0.3900024000000002,0.660000000000001,0.620000000000001,0.13999999999999968,0.21999999999999975,0.4899976000000006,0.44999760000000055
Kingfisher,GB0033195214,1.0,-1.0,2020-06-22,1.7559995000000002,1.9899996999999998,2.1590004,2.0889997,2.13,2.231,2.2640000000000002,2.2779999,0.37400049999999974,0.4750004999999997,0.5080005000000001,0.5220004,0.14000030000000008,0.24100030000000006,0.2740003000000004,0.2880002000000004,-0.02900040000000015,0.07199959999999983,0.10499960000000019,0.11899950000000015,0.04100029999999988,0.14200029999999986,0.17500030000000022,0.18900020000000017
Liontrust Asset Management,GB0007388407,,1.0,2020-06-22,11.05,13.649998,13.85,14.5,13.85,13.75,14.25,12.75,2.799999999999999,2.6999999999999993,3.1999999999999993,1.6999999999999993,0.20000199999999957,0.10000199999999992,0.6000019999999999,-0.8999980000000001,0.0,-0.09999999999999964,0.40000000000000036,-1.0999999999999996,-0.6500000000000004,-0.75,-0.25,-1.75
Marstons,GB00B1JQDM80,,-1.0,2020-06-22,0.66,0.6384999100000001,0.6564999400000001,0.62599991,0.6449998499999999,0.5759999100000001,0.54149994,0.45099991,-0.015000150000000101,-0.08400008999999997,-0.11850006000000002,-0.20900009000000003,0.006499939999999871,-0.0625,-0.09699997000000005,-0.18750000000000006,-0.011500090000000185,-0.08050003000000006,-0.1150000000000001,-0.2055000300000001,0.018999939999999937,-0.04999999999999993,-0.08449996999999998,-0.175
Mccarthy & Stone,GB00BYNVD082,,-1.0,2020-06-22,0.6499998499999999,0.7119999699999999,0.74099991,0.70499985,0.73,0.7219999699999999,0.75399994,0.725,0.08000015000000005,0.07200012,0.1040000900000001,0.07500015000000004,0.018000030000000056,0.010000000000000009,0.04199997000000011,0.013000030000000051,-0.010999910000000002,-0.01899994000000005,0.013000030000000051,-0.015999910000000006,0.02500015,0.017000119999999952,0.04900009000000005,0.020000149999999994
Meggitt,GB0005758098,-1.0,1.0,2020-06-22,2.6199975999999996,2.9659986,3.1919996,3.1559985999999998,2.9619996,3.0079981,3.2169996,3.1179981,0.34200200000000036,0.3880005000000004,0.5970020000000003,0.4980005000000003,-0.003998999999999864,0.04199950000000019,0.25100100000000003,0.15199950000000007,-0.22999999999999998,-0.18400149999999993,0.02499999999999991,-0.07400150000000005,-0.1939989999999998,-0.14800049999999976,0.06100100000000008,-0.03800049999999988
Oxford Biomedica,GB00BDFBVT43,,1.0,2020-06-22,7.569997600000001,7.8699976000000005,8.47,8.5299976,7.39,7.18,7.76,8.6499976,-0.17999760000000098,-0.38999760000000094,0.19000239999999913,1.08,-0.4799976000000008,-0.6899976000000008,-0.1099976000000007,0.7800000000000002,-1.080000000000001,-1.290000000000001,-0.7100000000000009,0.1799976000000001,-1.1399976,-1.3499976,-0.7699976,0.120000000000001
Scottish American Investment,GB0007873697,,1.0,2020-06-22,4.01,4.0399975999999995,4.1999976,4.2299976,4.1099976,4.14,4.2399976,4.27,0.09999760000000002,0.1299999999999999,0.2299975999999999,0.2599999999999998,0.07000000000000028,0.10000240000000016,0.20000000000000018,0.23000240000000005,-0.08999999999999986,-0.059997599999999984,0.040000000000000036,0.07000239999999991,-0.1200000000000001,-0.08999760000000023,0.009999999999999787,0.04000239999999966
Senior,GB0007958233,,-1.0,2020-06-22,0.54599991,0.8239999400000001,0.80449997,0.7894999699999999,0.66649994,0.69999985,0.69649994,0.58049988,0.12050002999999998,0.15399993999999995,0.15050003,0.034499969999999935,-0.15750000000000008,-0.12400009000000012,-0.12750000000000006,-0.24350006000000013,-0.13800002999999994,-0.10450011999999997,-0.10800002999999991,-0.22400008999999999,-0.12300002999999993,-0.08950011999999996,-0.0930000299999999,-0.20900008999999997
Stagecoach Group,GB00B6YTLS95,,-1.0,2020-06-22,0.81999985,0.66599991,0.6789999400000001,0.6689999400000001,0.66549988,0.62599991,0.6269999700000001,0.57399994,-0.15449996999999993,-0.19399993999999998,-0.1929998799999999,-0.24599991,-0.0005000299999999847,-0.040000000000000036,-0.038999939999999955,-0.09199997000000004,-0.013500060000000036,-0.05300003000000009,-0.051999970000000006,-0.1050000000000001,-0.003500060000000027,-0.04300003000000008,-0.04199997,-0.09500000000000008
888 Holdings,GI000A0F6407,,-1.0,2020-03-23,1.2670002,0.83999985,0.7069999699999999,0.80849991,1.1840000000000002,1.1820002,1.2480001,1.3859997000000002,-0.08300019999999986,-0.08499999999999996,-0.019000099999999964,0.11899950000000015,0.34400015000000017,0.34200035000000006,0.40800025000000006,0.5459998500000002,0.47700003000000024,0.47500023000000013,0.5410001300000001,0.6789997300000002,0.3755000900000002,0.37350029000000007,0.43950019000000007,0.5774997900000002
Biffa,GB00BD8DR117,,1.0,2020-03-23,2.84,2.3599996,2.6199975999999996,2.675,1.9060001,1.7919999000000002,1.6579999,2.0100002,-0.9339998999999999,-1.0480000999999997,-1.1820000999999998,-0.8299998,-0.4539995000000001,-0.5679996999999999,-0.7019997,-0.3499994000000002,-0.7139974999999996,-0.8279976999999994,-0.9619976999999995,-0.6099973999999997,-0.7689998999999998,-0.8830000999999996,-1.0170000999999997,-0.6649997999999999
Chemring Group,GB00B45C9X44,,1.0,2020-03-23,2.5799976,1.8680001,1.6719999,1.8140001000000001,2.0500002,2.0200005,1.896,1.9060001,-0.5299974000000001,-0.5599970999999999,-0.6839976000000001,-0.6739975,0.1820001,0.15200040000000015,0.027999899999999966,0.038000000000000034,0.37800029999999984,0.3480006,0.2240000999999998,0.23400019999999988,0.23600009999999982,0.20600039999999997,0.08199989999999979,0.09199999999999986
Forterra,GB00BYYW3C20,,1.0,2020-03-23,3.6149975999999997,1.9020005,1.8859997000000002,2.3199997,1.9440003,1.7700004999999999,1.8000002000000002,2.045,-1.6709972999999998,-1.8449970999999998,-1.8149973999999995,-1.5699975999999998,0.04199979999999992,-0.13200000000000012,-0.10200029999999982,0.14299949999999995,0.058000599999999736,-0.1159992000000003,-0.0859995,0.15900029999999976,-0.3759994,-0.5499992,-0.5199994999999997,-0.27499969999999996
Fresnillo,GB00B2QPKJ12,1.0,-1.0,2020-03-23,7.35,5.27,5.989997600000001,5.9559986,7.5179981,7.0,6.6339991,7.595998600000001,0.16799810000000015,-0.34999999999999964,-0.7160009,0.24599860000000096,2.2479981,1.7300000000000004,1.3639991,2.325998600000001,1.5280004999999992,1.0100023999999994,0.644001499999999,1.606001,1.5619994999999998,1.0440014,0.6780004999999996,1.6400000000000006
Galliford Try Holdings,GB00BKY40Q38,,-1.0,2020-03-23,1.6800004000000002,1.1747999,1.2343998,1.1205997,1.2049999,1.1857996,1.3332004,1.1884003,-0.47500050000000016,-0.4942008000000002,-0.3468000000000002,-0.4916001000000001,0.030200000000000005,0.010999699999999946,0.15840049999999994,0.013600400000000068,-0.029399900000000034,-0.04860020000000009,0.0988005999999999,-0.04599949999999997,0.08440019999999993,0.06519989999999987,0.21260069999999986,0.06780059999999999
Gamesys Group,GB00BZ14BX56,,1.0,2020-03-23,7.72,5.31,5.5,6.89,7.229997600000001,6.88,8.1,8.01,-0.49000239999999895,-0.8399999999999999,0.3799999999999999,0.29000000000000004,1.9199976000000012,1.5700000000000003,2.79,2.7,1.7299976000000008,1.38,2.5999999999999996,2.51,0.3399976000000011,-0.009999999999999787,1.21,1.12
Hipgnosis Songs Fund,GG00BFYT9H72,,1.0,2020-03-23,1.0699997,0.93,0.8799998499999999,0.935,1.0799999,1.0399999,0.95999985,1.0,0.010000199999999904,-0.029999800000000132,-0.10999985000000012,-0.06999970000000011,0.14999989999999996,0.10999989999999993,0.02999984999999994,0.06999999999999995,0.2000000500000001,0.16000005000000006,0.08000000000000007,0.12000015000000008,0.14499989999999996,0.10499989999999992,0.024999849999999935,0.06499999999999995
Hunting,GB0004478896,,-1.0,2020-03-23,2.9479981,1.8050004000000002,1.9449996999999999,1.7279996,1.9309998,1.7799996999999999,1.9639997,1.8050004000000002,-1.0169983,-1.1679984,-0.9839983999999999,-1.1429976999999998,0.12599939999999976,-0.02500070000000032,0.15899929999999984,0.0,-0.013999899999999954,-0.16500000000000004,0.019000000000000128,-0.13999929999999972,0.20300019999999996,0.05200009999999988,0.23600010000000005,0.0770008000000002
Impax Environmental Markets,GB0031232498,,1.0,2020-03-23,3.47,2.5200005,2.4799995999999997,2.7799975999999997,2.71,2.6599975999999996,2.6199975999999996,2.7399975999999997,-0.7600000000000002,-0.8100024000000006,-0.8500024000000006,-0.7300024000000005,0.18999949999999988,0.13999709999999954,0.0999970999999995,0.2199970999999996,0.23000040000000022,0.17999799999999988,0.13999799999999984,0.25999799999999995,-0.06999759999999977,-0.1200000000000001,-0.16000000000000014,-0.040000000000000036
Intermediate Capital Group,GB00BYT1DJ19,1.0,-1.0,2020-03-23,18.039993,8.5699976,5.595,7.2049976000000004,9.3649976,8.72,9.5399976,9.805,-8.674995399999998,-9.319992999999998,-8.4999954,-8.234993,0.7949999999999999,0.15000239999999998,0.9699999999999989,1.235002399999999,3.769997600000001,3.125000000000001,3.9449975999999998,4.21,2.16,1.5150024000000002,2.334999999999999,2.6000023999999993
Kingfisher,GB0033195214,-1.0,1.0,2020-03-23,2.0790004,1.3704996,1.2434998,1.2615003,1.6955004,1.4254999000000002,1.4040002999999999,1.3804998,-0.38349999999999995,-0.6535004999999998,-0.6750001000000001,-0.6985006,0.3250008,0.05500030000000011,0.03350069999999983,0.010000199999999904,0.4520006000000001,0.18200010000000022,0.16050049999999993,0.137,0.4340001,0.16399960000000013,0.14249999999999985,0.11899949999999992
NewRiver REIT,GB00BD7XPJ64,,-1.0,2020-03-23,1.8879995,0.96799988,0.83799988,0.69499985,0.62,0.57799988,0.56399994,0.56099991,-1.2679995000000002,-1.3099996200000001,-1.32399956,-1.32699959,-0.34799988000000004,-0.39,-0.40399994000000006,-0.40699997,-0.21799988000000003,-0.26,-0.27399994000000005,-0.27699997,-0.07499984999999998,-0.11699996999999995,-0.13099991,-0.13399993999999993
Pennon Group,GB00BNNTLN49,1.0,-1.0,2020-03-23,11.75,10.01,11.234998000000001,10.359998000000001,10.949998,11.229998,10.255,11.17,-0.8000019999999992,-0.5200019999999999,-1.4949999999999992,-0.5800000000000001,0.939998000000001,1.2199980000000004,0.245000000000001,1.1600000000000001,-0.28500000000000014,-0.005000000000000782,-0.9799980000000001,-0.064998000000001,0.5899999999999999,0.8699999999999992,-0.10499800000000015,0.810001999999999
Petropavlovsk,GB0031544546,,1.0,2020-03-23,0.20049988,0.15140003,0.15520001,0.18779999,0.21649994,0.21449997,0.18819993,0.25499985,0.01600006000000001,0.01400009000000002,-0.012299950000000004,0.05449996999999998,0.06509991000000001,0.06309994000000002,0.036799899999999997,0.10359981999999998,0.06129993,0.05929996000000001,0.03299991999999999,0.09979983999999997,0.028699950000000002,0.026699980000000012,0.00039993999999998753,0.06719985999999997
Restaurant Group,GB00B0YG1K06,,-1.0,2020-03-23,1.2299996,0.26579987,0.23,0.23580002,0.47,0.38639985,0.36819993,0.63299988,-0.7599996,-0.84359975,-0.8617996699999999,-0.59699972,0.20420012999999998,0.12059998,0.10240006000000001,0.36720000999999997,0.23999999999999996,0.15639984999999998,0.13819993,0.40299988,0.23419997999999997,0.15059983,0.13239991,0.39719985999999996
SIG,GB0008025412,,-1.0,2020-03-23,0.83449997,0.25,0.22679993,0.22939988,0.31,0.24580002,0.19999985,0.18299988,-0.5244999699999999,-0.58869995,-0.63450012,-0.65150009,0.06,-0.004199979999999992,-0.05000014999999999,-0.06700012,0.08320006999999999,0.019000089999999997,-0.026800080000000004,-0.04380005000000001,0.08060012,0.016400140000000007,-0.029400029999999994,-0.0464
